Tree	Node A-form	Node B-form	Node C-form	Absolute frequency	Relative frequency	Order	Number of nodes	Head node
اوپنرز <nsubj غاز <obj کیا	اوپنرز	غاز	کیا	1	6.8	ABC	3	کیا
اوپنرز <nsubj کیا >obj وکٹ	اوپنرز	کیا	وکٹ	1	6.8	ABC	3	کیا
اپلیکشن <nsubj کام <obj کرسکتی	اپلیکشن	کام	کرسکتی	1	6.8	ABC	3	کرسکتی
اپڈیٹ <obj ڈاکٹروں <nsubj روکنا	اپڈیٹ	ڈاکٹروں	روکنا	1	6.8	ABC	3	روکنا
ایئر <nsubj سہولت <obj کرتا	ایئر	سہولت	کرتا	1	6.8	ABC	3	کرتا
ایفیکٹ <nsubj منظر <obj کرنا	ایفیکٹ	منظر	کرنا	1	6.8	ABC	3	کرنا
ایپ <nsubj سہولت <obj کرتی	ایپ	سہولت	کرتی	1	6.8	ABC	3	کرتی
ایپ <nsubj فونز <obj رکھتی	ایپ	فونز	رکھتی	1	6.8	ABC	3	رکھتی
ایپ <obj شخص <nsubj کرسکے	ایپ	شخص	کرسکے	1	6.8	ABC	3	کرسکے
ایپ <obj کر >nsubj ایکٹو	ایپ	کر	ایکٹو	1	6.8	ABC	3	کر
ایپس <nsubj مقف <obj کیا	ایپس	مقف	کیا	1	6.8	ABC	3	کیا
ایپلیکیشن <nsubj ڈان <obj کی	ایپلیکیشن	ڈان	کی	1	6.8	ABC	3	کی
بائیکس <obj بریک <nsubj ہونا	بائیکس	بریک	ہونا	1	6.8	ABC	3	ہونا
باب <obj میدان <nsubj ہوگئے	باب	میدان	ہوگئے	1	6.8	ABC	3	ہوگئے
بات <obj ادکارہ <nsubj کیا	بات	ادکارہ	کیا	1	6.8	ABC	3	کیا
باری <nsubj رہی >obj پانی	باری	رہی	پانی	1	6.8	ABC	3	رہی
بالر <nsubj کہا >obj حق	بالر	کہا	حق	1	6.8	ABC	3	کہا
بحران <nsubj سیکڑ <obj کیا	بحران	سیکڑ	کیا	1	6.8	ABC	3	کیا
بحران <nsubj ہونے >obj ٹیکس	بحران	ہونے	ٹیکس	1	6.8	ABC	3	ہونے
برتری <nsubj وکٹ <obj گر	برتری	وکٹ	گر	1	6.8	ABC	3	گر
برتری <obj ٹیم <nsubj بنائے	برتری	ٹیم	بنائے	1	6.8	ABC	3	بنائے
بناکر >nsubj اسکور >obj کھلاڑیوں	بناکر	اسکور	کھلاڑیوں	1	6.8	ABC	3	بناکر
بوجھ <nsubj بڑھ >obj ڈالر	بوجھ	بڑھ	ڈالر	1	6.8	ABC	3	بڑھ
بوجھ <nsubj ٹورنامنٹ <obj کھیلنا	بوجھ	ٹورنامنٹ	کھیلنا	1	6.8	ABC	3	کھیلنا
بورڈ <nsubj فیصلہ <obj برقراررکھا	بورڈ	فیصلہ	برقراررکھا	1	6.8	ABC	3	برقراررکھا
بورڈ <nsubj منجمنٹ <obj مانگ	بورڈ	منجمنٹ	مانگ	1	6.8	ABC	3	مانگ
بولروں <nsubj رنز <obj دے	بولروں	رنز	دے	1	6.8	ABC	3	دے
بچے <nsubj وائرس <obj رہتے	بچے	وائرس	رہتے	1	6.8	ABC	3	رہتے
بک <nsubj صارفین <obj ہوسکتی	بک	صارفین	ہوسکتی	1	6.8	ABC	3	ہوسکتی
بک <nsubj کام <obj کررہی	بک	کام	کررہی	1	6.8	ABC	3	کررہی
بھائیوں <nsubj نام <obj کرلیا	بھائیوں	نام	کرلیا	1	6.8	ABC	3	کرلیا
بیان <nsubj تاثر <obj ملی	بیان	تاثر	ملی	1	6.8	ABC	3	ملی
بین نٹ <nsubj شدت <obj انتطارکررہے	بین نٹ	شدت	انتطارکررہے	1	6.8	ABC	3	انتطارکررہے
بینڈیج <nsubj انفیکشن <obj کرسکتی	بینڈیج	انفیکشن	کرسکتی	1	6.8	ABC	3	کرسکتی
بینک <nsubj تفصیلات <obj چراتا	بینک	تفصیلات	چراتا	1	6.8	ABC	3	چراتا
بینک <nsubj سرمایہ <obj کرے	بینک	سرمایہ	کرے	1	6.8	ABC	3	کرے
بینکرز <nsubj دور <obj دکھایا	بینکرز	دور	دکھایا	1	6.8	ABC	3	دکھایا
بیٹری <nsubj طاقت <obj رکھتی	بیٹری	طاقت	رکھتی	1	6.8	ABC	3	رکھتی
بیٹری <nsubj کام <obj کرسکتی	بیٹری	کام	کرسکتی	1	6.8	ABC	3	کرسکتی
بیٹسمین <nsubj پر وٹ <obj ہوئے	بیٹسمین	پر وٹ	ہوئے	1	6.8	ABC	3	ہوئے
بیٹسمین <nsubj کھیل <obj کیا	بیٹسمین	کھیل	کیا	1	6.8	ABC	3	کیا
بیٹسمینوں <nsubj ہدف <obj بنالیا	بیٹسمینوں	ہدف	بنالیا	1	6.8	ABC	3	بنالیا
بیک <nsubj کیمروں <obj بھرنے	بیک	کیمروں	بھرنے	1	6.8	ABC	3	بھرنے
تاثر <nsubj ابھرنا >obj ذمہ	تاثر	ابھرنا	ذمہ	1	6.8	ABC	3	ابھرنا
تاریخ <obj موسم <nsubj بڑھا	تاریخ	موسم	بڑھا	1	6.8	ABC	3	بڑھا
تبدیلیوں <obj پرسلیکٹرز <nsubj کردیا	تبدیلیوں	پرسلیکٹرز	کردیا	1	6.8	ABC	3	کردیا
تجاوت <nsubj اسانیوں <obj کریں	تجاوت	اسانیوں	کریں	1	6.8	ABC	3	کریں
تسلسل <nsubj رہا >obj فیصد	تسلسل	رہا	فیصد	1	6.8	ABC	3	رہا
تصاویر <nsubj دھوم <obj مچارکھی	تصاویر	دھوم	مچارکھی	1	6.8	ABC	3	مچارکھی
تصاویر <obj بنوائیں >nsubj کھلاڑیوں	تصاویر	بنوائیں	کھلاڑیوں	1	6.8	ABC	3	بنوائیں
تصویر <nsubj ذہنوں <obj رکھ	تصویر	ذہنوں	رکھ	1	6.8	ABC	3	رکھ
تصویر <obj بیٹی <nsubj چل	تصویر	بیٹی	چل	1	6.8	ABC	3	چل
تعداد <nsubj ہوجائے >obj شہریوں	تعداد	ہوجائے	شہریوں	1	6.8	ABC	3	ہوجائے
تقریب <obj افراد <nsubj دیکھ	تقریب	افراد	دیکھ	1	6.8	ABC	3	دیکھ
تقریبات <obj مافیا <nsubj کر	تقریبات	مافیا	کر	1	6.8	ABC	3	کر
تلاش <nsubj صارفین <obj رکھ	تلاش	صارفین	رکھ	1	6.8	ABC	3	رکھ
تماشائیوں <nsubj ملنے >obj کرکٹ	تماشائیوں	ملنے	کرکٹ	1	6.8	ABC	3	ملنے
تماشائیوں <nsubj موقع <obj ملنے	تماشائیوں	موقع	ملنے	1	6.8	ABC	3	ملنے
تھا >nsubj مداحوں >obj تاثر	تھا	مداحوں	تاثر	1	6.8	ABC	3	تھا
تھا >obj کھلاڑیوں >nsubj مداحوں	تھا	کھلاڑیوں	مداحوں	1	6.8	ABC	3	تھا
ثقافت <obj کیا >nsubj شرکاء	ثقافت	کیا	شرکاء	1	6.8	ABC	3	کیا
جائےامپورٹرز <nsubj سونا <obj کیا	جائےامپورٹرز	سونا	کیا	1	6.8	ABC	3	کیا
جان >nsubj دوستوں >obj پروا	جان	دوستوں	پروا	1	6.8	ABC	3	جان
جرم <obj کی >nsubj گلوکاراں	جرم	کی	گلوکاراں	1	6.8	ABC	3	کی
جماعتوں <nsubj پروگرام <obj اٹھا	جماعتوں	پروگرام	اٹھا	1	6.8	ABC	3	اٹھا
جنھوں <nsubj بازوں <obj بھیجا	جنھوں	بازوں	بھیجا	1	6.8	ABC	3	بھیجا
جواب <obj سائٹ <nsubj بتایا	جواب	سائٹ	بتایا	1	6.8	ABC	3	بتایا
جواب <obj ملا >nsubj حال	جواب	ملا	حال	1	6.8	ABC	3	ملا
حالات <obj اداکاروں <nsubj کرنا	حالات	اداکاروں	کرنا	1	6.8	ABC	3	کرنا
حصول <obj کرتے >nsubj پیداوار	حصول	کرتے	پیداوار	1	6.8	ABC	3	کرتے
حملے <nsubj باب <obj ہوگئے	حملے	باب	ہوگئے	1	6.8	ABC	3	ہوگئے
حکام <nsubj الرٹ <obj کی	حکام	الرٹ	کی	1	6.8	ABC	3	کی
حکام <nsubj دعوے <obj کردیا	حکام	دعوے	کردیا	1	6.8	ABC	3	کردیا
حکام <nsubj دی >obj تحفظات	حکام	دی	تحفظات	1	6.8	ABC	3	دی
حکام <nsubj پلیٹ <obj اتار	حکام	پلیٹ	اتار	1	6.8	ABC	3	اتار
حکام <nsubj کررہے >obj کیشن	حکام	کررہے	کیشن	1	6.8	ABC	3	کررہے
حکومت <nsubj انڈسٹری <obj بچالیا	حکومت	انڈسٹری	بچالیا	1	6.8	ABC	3	بچالیا
حکومت <nsubj بچت <obj چھوڑی	حکومت	بچت	چھوڑی	1	6.8	ABC	3	چھوڑی
حکومت <nsubj حال <obj کیا	حکومت	حال	کیا	1	6.8	ABC	3	کیا
حکومت <nsubj حل <obj کریں	حکومت	حل	کریں	1	6.8	ABC	3	کریں
حکومت <nsubj خسارے <obj کرے	حکومت	خسارے	کرے	1	6.8	ABC	3	کرے
حکومت <nsubj سفر <obj کیا	حکومت	سفر	کیا	1	6.8	ABC	3	کیا
حکومت <nsubj سمری <obj کی	حکومت	سمری	کی	1	6.8	ABC	3	کی
حکومت <nsubj سہولت <obj لے	حکومت	سہولت	لے	1	6.8	ABC	3	لے
حکومت <nsubj صورت <obj کیا	حکومت	صورت	کیا	1	6.8	ABC	3	کیا
حکومت <nsubj فیصد <obj چھوڑ	حکومت	فیصد	چھوڑ	1	6.8	ABC	3	چھوڑ
حکومت <nsubj معیشت <obj کرکے	حکومت	معیشت	کرکے	1	6.8	ABC	3	کرکے
حکومت <nsubj نوٹیفکیشن <obj کردے	حکومت	نوٹیفکیشن	کردے	1	6.8	ABC	3	کردے
حکومت <nsubj نوکریاں <obj دے	حکومت	نوکریاں	دے	1	6.8	ABC	3	دے
حکومت <nsubj نوکریاں <obj کرے	حکومت	نوکریاں	کرے	1	6.8	ABC	3	کرے
حکومت <nsubj ٹیکس <obj کردیا	حکومت	ٹیکس	کردیا	1	6.8	ABC	3	کردیا
حکومت <nsubj پابندی <obj کی	حکومت	پابندی	کی	1	6.8	ABC	3	کی
حکومت <nsubj ڈانسر <obj کیا	حکومت	ڈانسر	کیا	1	6.8	ABC	3	کیا
حکومت <nsubj کارروائی <obj کردی	حکومت	کارروائی	کردی	1	6.8	ABC	3	کردی
حکومت <nsubj کام <obj کردیا	حکومت	کام	کردیا	1	6.8	ABC	3	کردیا
حکومت <nsubj کمیٹی <obj کی	حکومت	کمیٹی	کی	1	6.8	ABC	3	کی
حکومت <nsubj کیا >obj اخراجات	حکومت	کیا	اخراجات	1	6.8	ABC	3	کیا
حکومت <nsubj کیا >obj ٹیکس	حکومت	کیا	ٹیکس	1	6.8	ABC	3	کیا
حکومت <nsubj کیا >obj کام	حکومت	کیا	کام	1	6.8	ABC	3	کیا
حکومت <nsubj ہواوے <obj کردیا	حکومت	ہواوے	کردیا	1	6.8	ABC	3	کردیا
حکومتوں <nsubj معیشت <obj کردیا	حکومتوں	معیشت	کردیا	1	6.8	ABC	3	کردیا
حکومتوں <nsubj منصوبہ <obj بڑھانا	حکومتوں	منصوبہ	بڑھانا	1	6.8	ABC	3	بڑھانا
حکومتیں <nsubj درخواستیں <obj کروائیں	حکومتیں	درخواستیں	کروائیں	1	6.8	ABC	3	کروائیں
حیات <nsubj بل <obj کیا	حیات	بل	کیا	1	6.8	ABC	3	کیا
خاتون <nsubj حق <obj ہے	خاتون	حق	ہے	1	6.8	ABC	3	ہے
خاتون <obj ناقدین <nsubj کہا	خاتون	ناقدین	کہا	1	6.8	ABC	3	کہا
خاندانوں <nsubj فلم <obj بٹھارہی	خاندانوں	فلم	بٹھارہی	1	6.8	ABC	3	بٹھارہی
خبر <nsubj ذخیرہ <obj کرلیا	خبر	ذخیرہ	کرلیا	1	6.8	ABC	3	کرلیا
خبری <nsubj افسران <obj کردیا	خبری	افسران	کردیا	1	6.8	ABC	3	کردیا
خدشات <obj ہوگئے >nsubj ترقی	خدشات	ہوگئے	ترقی	1	6.8	ABC	3	ہوگئے
خر <nsubj بالوں <obj سنواریں	خر	بالوں	سنواریں	1	6.8	ABC	3	سنواریں
خر <nsubj جانور <obj ہیں	خر	جانور	ہیں	1	6.8	ABC	3	ہیں
خری <nsubj فون <obj کرانے	خری	فون	کرانے	1	6.8	ABC	3	کرانے
خریدار <nsubj کہتے >obj مزہ	خریدار	کہتے	مزہ	1	6.8	ABC	3	کہتے
خطاب <obj رکھا >nsubj شاعری	خطاب	رکھا	شاعری	1	6.8	ABC	3	رکھا
خطرہ <obj مشیر <nsubj بیٹھ	خطرہ	مشیر	بیٹھ	1	6.8	ABC	3	بیٹھ
خطرہ <obj نظام <nsubj بیٹھ	خطرہ	نظام	بیٹھ	1	6.8	ABC	3	بیٹھ
خطرے <obj دے >nsubj صارفین	خطرے	دے	صارفین	1	6.8	ABC	3	دے
خواتین <nsubj خواب <obj دیکھتی	خواتین	خواب	دیکھتی	1	6.8	ABC	3	دیکھتی
خواتین <nsubj دنیا <obj ہلا	خواتین	دنیا	ہلا	1	6.8	ABC	3	ہلا
خواتین <nsubj مقدمہ <obj کر	خواتین	مقدمہ	کر	1	6.8	ABC	3	کر
خواتین <nsubj میک <obj کریں	خواتین	میک	کریں	1	6.8	ABC	3	کریں
خواتین <nsubj ہوئی >obj خواتین	خواتین	ہوئی	خواتین	1	6.8	ABC	3	ہوئی
خوشی <nsubj ہوئی >obj چیزیں	خوشی	ہوئی	چیزیں	1	6.8	ABC	3	ہوئی
خیال <nsubj سوچا >obj فون	خیال	سوچا	فون	1	6.8	ABC	3	سوچا
خیال <nsubj کہا >obj مقابلہ	خیال	کہا	مقابلہ	1	6.8	ABC	3	کہا
دادا <nsubj کاروبار <obj سنبھالا	دادا	کاروبار	سنبھالا	1	6.8	ABC	3	سنبھالا
دار <nsubj سرمایہ <obj کررہے	دار	سرمایہ	کررہے	1	6.8	ABC	3	کررہے
دانوں <nsubj جوتے <obj کیے	دانوں	جوتے	کیے	1	6.8	ABC	3	کیے
دانوں <nsubj روبوٹ <obj کیا	دانوں	روبوٹ	کیا	1	6.8	ABC	3	کیا
دانوں <nsubj روبوٹ <obj کیے	دانوں	روبوٹ	کیے	1	6.8	ABC	3	کیے
درخواستیں <obj حکومتیں <nsubj کروائیں	درخواستیں	حکومتیں	کروائیں	1	6.8	ABC	3	کروائیں
دستاویزات <obj اخبار <nsubj کیا	دستاویزات	اخبار	کیا	1	6.8	ABC	3	کیا
دل <nsubj خوشی <obj بھر	دل	خوشی	بھر	1	6.8	ABC	3	بھر
دما <obj کرد >nsubj دختران	دما	کرد	دختران	1	6.8	ABC	3	کرد
دنیا <nsubj استعمال <obj کردے	دنیا	استعمال	کردے	1	6.8	ABC	3	کردے
دوست <nsubj کام <obj کر	دوست	کام	کر	1	6.8	ABC	3	کر
دکھائی >nsubj ٹیم >obj ہدف	دکھائی	ٹیم	ہدف	1	6.8	ABC	3	دکھائی
دھاتیں <nsubj بخارات <obj کردیتی	دھاتیں	بخارات	کردیتی	1	6.8	ABC	3	کردیتی
دی >obj تحفظات >nsubj خواہش	دی	تحفظات	خواہش	1	6.8	ABC	3	دی
دیوانوں <nsubj کر >obj مالکان	دیوانوں	کر	مالکان	1	6.8	ABC	3	کر
دے >nsubj ٹیم >obj میچ	دے	ٹیم	میچ	1	6.8	ABC	3	دے
ذخائر <nsubj ضروریات <obj کر	ذخائر	ضروریات	کر	1	6.8	ABC	3	کر
ذرائع <nsubj امکان <obj کردیا	ذرائع	امکان	کردیا	1	6.8	ABC	3	کردیا
ذرائع <nsubj کہا >obj سامان	ذرائع	کہا	سامان	1	6.8	ABC	3	کہا
رائٹ <nsubj خوشیاں <obj منا	رائٹ	خوشیاں	منا	1	6.8	ABC	3	منا
رائٹرز <nsubj معلومات <obj کرتے	رائٹرز	معلومات	کرتے	1	6.8	ABC	3	کرتے
راز <obj سائنسدانوں <nsubj لٹکا	راز	سائنسدانوں	لٹکا	1	6.8	ABC	3	لٹکا
راز <obj لٹکا >nsubj پٹی	راز	لٹکا	پٹی	1	6.8	ABC	3	لٹکا
رسائی <obj مالکان <nsubj اپنانی	رسائی	مالکان	اپنانی	1	6.8	ABC	3	اپنانی
رضامندی <obj رفت <nsubj ہوگی	رضامندی	رفت	ہوگی	1	6.8	ABC	3	ہوگی
رنز <nsubj اننگز <obj سنبھالا	رنز	اننگز	سنبھالا	1	6.8	ABC	3	سنبھالا
رنز <obj بناکر >nsubj اسکور	رنز	بناکر	اسکور	1	6.8	ABC	3	بناکر
رنز <obj تعاقب <nsubj کیا	رنز	تعاقب	کیا	1	6.8	ABC	3	کیا
رنز <obj لائن <nsubj لڑکھڑا	رنز	لائن	لڑکھڑا	1	6.8	ABC	3	لڑکھڑا
رنز <obj کھیل <nsubj ہوا	رنز	کھیل	ہوا	1	6.8	ABC	3	ہوا
رنزچھ <obj ٹیم <nsubj بنائے	رنزچھ	ٹیم	بنائے	1	6.8	ABC	3	بنائے
رنگ <nsubj صلاحیت <obj رکھتا	رنگ	صلاحیت	رکھتا	1	6.8	ABC	3	رکھتا
رنگ <obj بکھیرنے >nsubj نمائش	رنگ	بکھیرنے	نمائش	1	6.8	ABC	3	بکھیرنے
روبوٹ <obj کیا >nsubj گروپ	روبوٹ	کیا	گروپ	1	6.8	ABC	3	کیا
روپے <obj درامد <nsubj ہوگئی	روپے	درامد	ہوگئی	1	6.8	ABC	3	ہوگئی
روپے <obj کیے >nsubj کمپنیز	روپے	کیے	کمپنیز	1	6.8	ABC	3	کیے
