Tree	Node A-form	Node B-form	Node C-form	Absolute frequency	Relative frequency	Order	Number of nodes	Head node
палата <nsubj приняла >obj законопроект	палата	приняла	законопроект	2		ABC	3	приняла
палестинец <nsubj привел >obj устройство	палестинец	привел	устройство	2		ABC	3	привел
поддерживают >obj ожидания >nsubj данные	поддерживают	ожидания	данные	2		ABC	3	поддерживают
палестинцы <nsubj вспоминают >obj выселения	палестинцы	вспоминают	выселения	2		ABC	3	вспоминают
память <nsubj сохранила >obj массу	память	сохранила	массу	2		ABC	3	сохранила
поддерживал >obj интересы >nsubj князь	поддерживал	интересы	князь	2		ABC	3	поддерживал
папа <nsubj нарисовал >obj картину	папа	нарисовал	картину	2		ABC	3	нарисовал
пар <nsubj застилал >obj лицо	пар	застилал	лицо	2		ABC	3	застилал
подборка <nsubj получит >obj одобрение	подборка	получит	одобрение	2		ABC	3	получит
подарок <nsubj вызвал >obj чувство	подарок	вызвал	чувство	2		ABC	3	вызвал
пара <nsubj получила >obj разрешение	пара	получила	разрешение	2		ABC	3	получила
повість <nsubj матиме >obj успіх	повість	матиме	успіх	2		ABC	3	матиме
паспорта <obj получили >nsubj граждан	паспорта	получили	граждан	2		ABC	3	получили
племянник <nsubj дал >obj возможность	племянник	дал	возможность	2		ABC	3	дал
пассажир <nsubj купил >obj место	пассажир	купил	место	2		ABC	3	купил
пересекает >obj дорогу >nsubj воз	пересекает	дорогу	воз	2		ABC	3	пересекает
персонажи <nsubj спасают >obj планету	персонажи	спасают	планету	2		ABC	3	спасают
победу <obj одержали >nsubj противники	победу	одержали	противники	2		ABC	3	одержали
победу <obj одержала >nsubj чемпионка	победу	одержала	чемпионка	2		ABC	3	одержала
петицию <obj подписали >nsubj тысяч	петицию	подписали	тысяч	2		ABC	3	подписали
победу <obj одержала >nsubj коалиция	победу	одержала	коалиция	2		ABC	3	одержала
пехота <nsubj выделила >obj силы	пехота	выделила	силы	2		ABC	3	выделила
пешеходы <nsubj получили >obj ранения	пешеходы	получили	ранения	2		ABC	3	получили
пешеходы <nsubj получили >obj травмы	пешеходы	получили	травмы	2		ABC	3	получили
пилот <nsubj показал >obj время	пилот	показал	время	2		ABC	3	показал
пилот <nsubj потерял >obj сознание	пилот	потерял	сознание	2		ABC	3	потерял
победу <obj одержала >nsubj китаянка	победу	одержала	китаянка	2		ABC	3	одержала
пилоты <nsubj использовали >obj оборудование	пилоты	использовали	оборудование	2		ABC	3	использовали
письмо <obj министерство <nsubj направило	письмо	министерство	направило	2		ABC	3	направило
плакат <obj обнаружили >nsubj начальник	плакат	обнаружили	начальник	2		ABC	3	обнаружили
план <nsubj жизнь <obj загородит	план	жизнь	загородит	2		ABC	3	загородит
план <nsubj предусматривает >obj гранты	план	предусматривает	гранты	2		ABC	3	предусматривает
план <nsubj предусматривает >obj сохранение	план	предусматривает	сохранение	2		ABC	3	предусматривает
план <nsubj содержит >obj план	план	содержит	план	2		ABC	3	содержит
платформа <nsubj начала >obj добычу	платформа	начала	добычу	2		ABC	3	начала
победу <obj одержала >nsubj Систематика	победу	одержала	Систематика	2		ABC	3	одержала
платья <obj сделал >nsubj модельер	платья	сделал	модельер	2		ABC	3	сделал
победу <obj одержал >nsubj тяжеловес	победу	одержал	тяжеловес	2		ABC	3	одержал
победитель <nsubj получит >obj приз	победитель	получит	приз	2		ABC	3	получит
победители <nsubj получат >obj квоту	победители	получат	квоту	2		ABC	3	получат
плацента <nsubj выполняет >obj функцию	плацента	выполняет	функцию	2		ABC	3	выполняет
переселенцы <nsubj получат >obj дозиметры	переселенцы	получат	дозиметры	2		ABC	3	получат
победу <obj принес >nsubj гол	победу	принес	гол	2		ABC	3	принес
плёнка <nsubj приобретает >obj прочность	плёнка	приобретает	прочность	2		ABC	3	приобретает
перенесут >obj погоду >nsubj кустарники	перенесут	погоду	кустарники	2		ABC	3	перенесут
пассажиров <nsubj совершили >obj перелеты	пассажиров	совершили	перелеты	2		ABC	3	совершили
патриарх <nsubj подписал >obj обращение	патриарх	подписал	обращение	2		ABC	3	подписал
повреждения <obj получили >nsubj сотрудников	повреждения	получили	сотрудников	2		ABC	3	получили
пациенты <nsubj благодарили >obj врачей	пациенты	благодарили	врачей	2		ABC	3	благодарили
пациенты <nsubj делали >obj комплименты	пациенты	делали	комплименты	2		ABC	3	делали
пациенты <nsubj получать >obj письмо	пациенты	получать	письмо	2		ABC	3	получать
повреждения <obj получили >nsubj автомобилей	повреждения	получили	автомобилей	2		ABC	3	получили
певица <nsubj исполняла >obj балладу	певица	исполняла	балладу	2		ABC	3	исполняла
певица <nsubj отозвала >obj иск	певица	отозвала	иск	2		ABC	3	отозвала
певца <obj ждет >nsubj наказание	певца	ждет	наказание	2		ABC	3	ждет
певца <obj ждет >nsubj суд	певца	ждет	суд	2		ABC	3	ждет
пение <obj слушали >nsubj люди	пение	слушали	люди	2		ABC	3	слушали
повреждения <obj получила >nsubj мечеть	повреждения	получила	мечеть	2		ABC	3	получила
перевод <nsubj занял >obj год	перевод	занял	год	2		ABC	3	занял
поведение <nsubj дают >obj основание	поведение	дают	основание	2		ABC	3	дают
перевозчик <nsubj берет >obj обязательства	перевозчик	берет	обязательства	2		ABC	3	берет
переговоры <nsubj охватывали >obj проблемы	переговоры	охватывали	проблемы	2		ABC	3	охватывали
перегородил >obj дорогу >nsubj обоз	перегородил	дорогу	обоз	2		ABC	3	перегородил
передает >obj слова >nsubj жена	передает	слова	жена	2		ABC	3	передает
палата <nsubj акцентирует >obj внимание	палата	акцентирует	внимание	2		ABC	3	акцентирует
передает >obj слова >nsubj пресс-служба	передает	слова	пресс-служба	2		ABC	3	передает
перелеты <obj выполняют >nsubj авиакомпании	перелеты	выполняют	авиакомпании	2		ABC	3	выполняют
перемирие <nsubj иметь >obj успех	перемирие	иметь	успех	2		ABC	3	иметь
перемирие <nsubj лишает >obj корейцев	перемирие	лишает	корейцев	2		ABC	3	лишает
перемирие <nsubj побудило >obj власти	перемирие	побудило	власти	2		ABC	3	побудило
пассажир <nsubj обнаружил >obj камеру	пассажир	обнаружил	камеру	2		ABC	3	обнаружил
офицеры <nsubj читали >obj характеристики	офицеры	читали	характеристики	2		ABC	3	читали
пакет <nsubj затронул >obj секторы	пакет	затронул	секторы	2		ABC	3	затронул
падение <obj продемонстрировало >nsubj жилье	падение	продемонстрировало	жилье	2		ABC	3	продемонстрировало
операция <nsubj нарушает >obj суверенитет	операция	нарушает	суверенитет	2		ABC	3	нарушает
ополченцы <nsubj передали >obj тело	ополченцы	передали	тело	2		ABC	3	передали
оппозиционеры <nsubj назначили >obj шествие	оппозиционеры	назначили	шествие	2		ABC	3	назначили
оппозиционеры <nsubj написали >obj запросы	оппозиционеры	написали	запросы	2		ABC	3	написали
оппозиционеры <nsubj начнут >obj штурм	оппозиционеры	начнут	штурм	2		ABC	3	начнут
оппозиционеры <nsubj передали >obj ответ	оппозиционеры	передали	ответ	2		ABC	3	передали
оппозиция <nsubj организовала >obj митинг	оппозиция	организовала	митинг	2		ABC	3	организовала
оппозиция <nsubj приняла >obj решение	оппозиция	приняла	решение	2		ABC	3	приняла
оппозиция <nsubj сформирует >obj штаб	оппозиция	сформирует	штаб	2		ABC	3	сформирует
оппозиция <nsubj усматривает >obj след	оппозиция	усматривает	след	2		ABC	3	усматривает
оппонент <nsubj соблюдать >obj условия	оппонент	соблюдать	условия	2		ABC	3	соблюдать
орган <nsubj выдал >obj заключение	орган	выдал	заключение	2		ABC	3	выдал
организаторы <nsubj называли >obj числа	организаторы	называли	числа	2		ABC	3	называли
организаторы <nsubj называют >obj фотовыставку	организаторы	называют	фотовыставку	2		ABC	3	называют
организаторы <nsubj объявили >obj лауреатов	организаторы	объявили	лауреатов	2		ABC	3	объявили
организаторы <nsubj объявят >obj лауреатов	организаторы	объявят	лауреатов	2		ABC	3	объявят
организаторы <nsubj отменили >obj акцию	организаторы	отменили	акцию	2		ABC	3	отменили
организаторы <nsubj продлят >obj время	организаторы	продлят	время	2		ABC	3	продлят
организации <nsubj называют >obj нестабильность	организации	называют	нестабильность	2		ABC	3	называют
организации <nsubj увеличили >obj количество	организации	увеличили	количество	2		ABC	3	увеличили
организация <nsubj бойкотировала >obj встречу	организация	бойкотировала	встречу	2		ABC	3	бойкотировала
организация <nsubj направила >obj требование	организация	направила	требование	2		ABC	3	направила
организация <nsubj опубликовала >obj список	организация	опубликовала	список	2		ABC	3	опубликовала
организация <nsubj представила >obj результаты	организация	представила	результаты	2		ABC	3	представила
организация <nsubj разместила >obj сообщение	организация	разместила	сообщение	2		ABC	3	разместила
организация <nsubj сочла >obj преследование	организация	сочла	преследование	2		ABC	3	сочла
организация <nsubj установила >obj установки	организация	установила	установки	2		ABC	3	установила
оператор <nsubj использовать >obj оборудование	оператор	использовать	оборудование	2		ABC	3	использовать
оператор <nsubj делает >obj проверку	оператор	делает	проверку	2		ABC	3	делает
оперативники <nsubj обнаружили >obj пачки	оперативники	обнаружили	пачки	2		ABC	3	обнаружили
объяснения <nsubj затянут >obj процесс	объяснения	затянут	процесс	2		ABC	3	затянут
обстоятельства <obj прокомментирует >nsubj министр	обстоятельства	прокомментирует	министр	2		ABC	3	прокомментирует
обсуждает >obj перспективы >nsubj группа	обсуждает	перспективы	группа	2		ABC	3	обсуждает
обсуждение <nsubj отвлекает >obj внимание	обсуждение	отвлекает	внимание	2		ABC	3	отвлекает
общество <nsubj обнародовало >obj данные	общество	обнародовало	данные	2		ABC	3	обнародовало
общество <nsubj теряет >obj доверие	общество	теряет	доверие	2		ABC	3	теряет
община <nsubj выразила >obj поддержку	община	выразила	поддержку	2		ABC	3	выразила
община <nsubj получила >obj одобрение	община	получила	одобрение	2		ABC	3	получила
объединение <nsubj вызвало >obj кризис	объединение	вызвало	кризис	2		ABC	3	вызвало
объединение <nsubj заказало >obj размещение	объединение	заказало	размещение	2		ABC	3	заказало
объект <nsubj испускает >obj радиоизлучение	объект	испускает	радиоизлучение	2		ABC	3	испускает
объекты <nsubj имеют >obj отношение	объекты	имеют	отношение	2		ABC	3	имеют
объем <nsubj превышает >obj показатели	объем	превышает	показатели	2		ABC	3	превышает
обязанности <obj выполнять >nsubj вице-мэр	обязанности	выполнять	вице-мэр	2		ABC	3	выполнять
оперативники <nsubj нашли >obj пистолет	оперативники	нашли	пистолет	2		ABC	3	нашли
обязанностью <obj исполняет >nsubj доктор	обязанностью	исполняет	доктор	2		ABC	3	исполняет
огласил >obj решение >nsubj судья	огласил	решение	судья	2		ABC	3	огласил
огласила >obj решение >nsubj судья	огласила	решение	судья	2		ABC	3	огласила
огонь <nsubj Лечит >obj сердце	огонь	Лечит	сердце	2		ABC	3	Лечит
озабоченность <obj вызывает >nsubj ситуация	озабоченность	вызывает	ситуация	2		ABC	3	вызывает
оказывали >obj влияние >nsubj сообщения	оказывали	влияние	сообщения	2		ABC	3	оказывали
оказывают >obj давление >nsubj члены	оказывают	давление	члены	2		ABC	3	оказывают
округ <nsubj начали >obj сотрудничество	округ	начали	сотрудничество	2		ABC	3	начали
округление <nsubj имело >obj значение	округление	имело	значение	2		ABC	3	имело
олигарх <nsubj предсказал >obj возвращение	олигарх	предсказал	возвращение	2		ABC	3	предсказал
омбудсмен <nsubj поддержала >obj запрет	омбудсмен	поддержала	запрет	2		ABC	3	поддержала
опасность <nsubj изменяет >obj людей	опасность	изменяет	людей	2		ABC	3	изменяет
организм <nsubj выдержит >obj смерть	организм	выдержит	смерть	2		ABC	3	выдержит
органы <nsubj допустили >obj ошибку	органы	допустили	ошибку	2		ABC	3	допустили
органы <nsubj игнорируют >obj жалобы	органы	игнорируют	жалобы	2		ABC	3	игнорируют
отсутствие <nsubj означает >obj отключение	отсутствие	означает	отключение	2		ABC	3	означает
ответственность <obj взяла >nsubj организация	ответственность	взяла	организация	2		ABC	3	взяла
ответственность <obj граждане <nsubj возлагают	ответственность	граждане	возлагают	2		ABC	3	возлагают
ответственность <obj понесли >nsubj ряд	ответственность	понесли	ряд	2		ABC	3	понесли
ответчик <nsubj получил >obj деньги	ответчик	получил	деньги	2		ABC	3	получил
отвод <obj суд <nsubj принял	отвод	суд	принял	2		ABC	3	принял
отдел <nsubj возбудил >obj дело	отдел	возбудил	дело	2		ABC	3	возбудил
отделение <nsubj приняло >obj решение	отделение	приняло	решение	2		ABC	3	приняло
отделение <nsubj приостановит >obj членство	отделение	приостановит	членство	2		ABC	3	приостановит
отказы <nsubj нарушат >obj работу	отказы	нарушат	работу	2		ABC	3	нарушат
отношение <nsubj вызывает >obj недоверие	отношение	вызывает	недоверие	2		ABC	3	вызывает
отношения <nsubj носят >obj название	отношения	носят	название	2		ABC	3	носят
отсутствие <nsubj вызывают >obj беспокойство	отсутствие	вызывают	беспокойство	2		ABC	3	вызывают
отсутствие <nsubj подтверждает >obj наличие	отсутствие	подтверждает	наличие	2		ABC	3	подтверждает
осуществление <nsubj имеет >obj порядок	осуществление	имеет	порядок	2		ABC	3	имеет
отсутствие <nsubj представляет >obj угрозу	отсутствие	представляет	угрозу	2		ABC	3	представляет
отсутствие <nsubj создает >obj барьер	отсутствие	создает	барьер	2		ABC	3	создает
отсутствие <nsubj спровоцирует >obj наступление	отсутствие	спровоцирует	наступление	2		ABC	3	спровоцирует
подопечные <nsubj переиграли >obj французов	подопечные	переиграли	французов	2		ABC	3	переиграли
охарактеризовал >obj продукт >nsubj вице-президент	охарактеризовал	продукт	вице-президент	2		ABC	3	охарактеризовал
охарактеризовал >obj шоу >nsubj руководитель	охарактеризовал	шоу	руководитель	2		ABC	3	охарактеризовал
охлаждение <nsubj повышает >obj эффективность	охлаждение	повышает	эффективность	2		ABC	3	повышает
охотник <nsubj убивал >obj добычу	охотник	убивал	добычу	2		ABC	3	убивал
охотники <nsubj бросили >obj уразу	охотники	бросили	уразу	2		ABC	3	бросили
охотники <nsubj привезли >obj записку	охотники	привезли	записку	2		ABC	3	привезли
охранники <nsubj заставляли >obj заключенных	охранники	заставляли	заключенных	2		ABC	3	заставляли
оценивают >obj благополучие >nsubj жители	оценивают	благополучие	жители	2		ABC	3	оценивают
ответственность <obj взяла >nsubj группировка	ответственность	взяла	группировка	2		ABC	3	взяла
осужденный <nsubj вырезал >obj фамилию	осужденный	вырезал	фамилию	2		ABC	3	вырезал
органы <nsubj имеют >obj претензии	органы	имеют	претензии	2		ABC	3	имеют
осмотр <nsubj показал >obj отсутствие	осмотр	показал	отсутствие	2		ABC	3	показал
органы <nsubj начали >obj расследование	органы	начали	расследование	2		ABC	3	начали
органы <nsubj обеспечивают >obj доступность	органы	обеспечивают	доступность	2		ABC	3	обеспечивают
органы <nsubj обратили >obj внимание	органы	обратили	внимание	2		ABC	3	обратили
органы <nsubj передадут >obj гендиректора	органы	передадут	гендиректора	2		ABC	3	передадут
органы <nsubj предъявили >obj обвинения	органы	предъявили	обвинения	2		ABC	3	предъявили
органы <nsubj провели >obj проверку	органы	провели	проверку	2		ABC	3	провели
органы <nsubj проводят >obj проверку	органы	проводят	проверку	2		ABC	3	проводят
оргкомитет <nsubj перенес >obj акцию	оргкомитет	перенес	акцию	2		ABC	3	перенес
ордер <obj выдал >nsubj судья	ордер	выдал	судья	2		ABC	3	выдал
оркестр <nsubj дадут >obj концерт	оркестр	дадут	концерт	2		ABC	3	дадут
осадки <nsubj ухудшили >obj ситуацию	осадки	ухудшили	ситуацию	2		ABC	3	ухудшили
освещение <nsubj затрагивало >obj политику	освещение	затрагивало	политику	2		ABC	3	затрагивало
основатели <nsubj возглавят >obj направление	основатели	возглавят	направление	2		ABC	3	возглавят
остроту <obj придал >nsubj факт	остроту	придал	факт	2		ABC	3	придал
основатель <nsubj подписал >obj контракт	основатель	подписал	контракт	2		ABC	3	подписал
основатель <nsubj продемонстрировал >obj принцип	основатель	продемонстрировал	принцип	2		ABC	3	продемонстрировал
основу <obj составляла >nsubj партия	основу	составляла	партия	2		ABC	3	составляла
основу <obj составляют >nsubj подразделения	основу	составляют	подразделения	2		ABC	3	составляют
основу <obj составят >nsubj силы	основу	составят	силы	2		ABC	3	составят
особенности <nsubj делают >obj звезду	особенности	делают	звезду	2		ABC	3	делают
особенности <nsubj исключают >obj характер	особенности	исключают	характер	2		ABC	3	исключают
оставляли >obj комментарии >nsubj врачи	оставляли	комментарии	врачи	2		ABC	3	оставляли
остатки <obj командование <nsubj направило	остатки	командование	направило	2		ABC	3	направило
остров <nsubj получает >obj привилегии	остров	получает	привилегии	2		ABC	3	получает
остров <obj посетили >nsubj тысяч	остров	посетили	тысяч	2		ABC	3	посетили
острова <nsubj поставляют >obj препону	острова	поставляют	препону	2		ABC	3	поставляют
подозрения <obj вызвала >nsubj встреча	подозрения	вызвала	встреча	2		ABC	3	вызвала
позицию <obj представлять >nsubj люди	позицию	представлять	люди	2		ABC	3	представлять
подопечные <nsubj поразили >obj ворота	подопечные	поразили	ворота	2		ABC	3	поразили
представитель <nsubj прислал >obj инструмент	представитель	прислал	инструмент	2		ABC	3	прислал
представители <nsubj назвали >obj идею	представители	назвали	идею	2		ABC	3	назвали
представители <nsubj подвергают >obj критерии	представители	подвергают	критерии	2		ABC	3	подвергают
представители <nsubj поставляли >obj препараты	представители	поставляли	препараты	2		ABC	3	поставляли
представители <nsubj потерпели >obj поражение	представители	потерпели	поражение	2		ABC	3	потерпели
представители <nsubj примут >obj участие	представители	примут	участие	2		ABC	3	примут
представители <nsubj провели >obj встречу	представители	провели	встречу	2		ABC	3	провели
представители <nsubj провели >obj допросы	представители	провели	допросы	2		ABC	3	провели
представители <nsubj проверят >obj протоколы	представители	проверят	протоколы	2		ABC	3	проверят
представители <nsubj раскритиковали >obj факт	представители	раскритиковали	факт	2		ABC	3	раскритиковали
представители <nsubj рассмотрят >obj шаги	представители	рассмотрят	шаги	2		ABC	3	рассмотрят
представитель <nsubj назвал >obj сотрудничество	представитель	назвал	сотрудничество	2		ABC	3	назвал
представитель <nsubj подтвердил >obj аутентичность	представитель	подтвердил	аутентичность	2		ABC	3	подтвердил
представитель <nsubj посещал >obj резиденцию	представитель	посещал	резиденцию	2		ABC	3	посещал
представитель <nsubj прокомментировал >obj предложение	представитель	прокомментировал	предложение	2		ABC	3	прокомментировал
президент <nsubj подписала >obj закон	президент	подписала	закон	2		ABC	3	подписала
представление <obj рассматривать >nsubj коллегия	представление	рассматривать	коллегия	2		ABC	3	рассматривать
представления <obj дельфинарий <nsubj начнет	представления	дельфинарий	начнет	2		ABC	3	начнет
предупредил >obj население >nsubj мэр	предупредил	население	мэр	2		ABC	3	предупредил
президент <nsubj внес >obj проект	президент	внес	проект	2		ABC	3	внес
президент <nsubj восстановил >obj здоровье	президент	восстановил	здоровье	2		ABC	3	восстановил
президент <nsubj вручил >obj сертификат	президент	вручил	сертификат	2		ABC	3	вручил
президент <nsubj выразил >obj недовольство	президент	выразил	недовольство	2		ABC	3	выразил
президент <nsubj заменил >obj избрание	президент	заменил	избрание	2		ABC	3	заменил
президент <nsubj назвал >obj миссию	президент	назвал	миссию	2		ABC	3	назвал
президент <nsubj написал >obj заявление	президент	написал	заявление	2		ABC	3	написал
президент <nsubj начал >obj кампанию	президент	начал	кампанию	2		ABC	3	начал
президент <nsubj опроверг >obj информацию	президент	опроверг	информацию	2		ABC	3	опроверг
президент <nsubj отправил >obj письмо	президент	отправил	письмо	2		ABC	3	отправил
представители <nsubj искали >obj способы	представители	искали	способы	2		ABC	3	искали
представители <nsubj заявляли >obj протест	представители	заявляли	протест	2		ABC	3	заявляли
представители <nsubj запустили >obj кампанию	представители	запустили	кампанию	2		ABC	3	запустили
представители <nsubj выдвинули >obj предложение	представители	выдвинули	предложение	2		ABC	3	выдвинули
